,no,age,gender,education,country,ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Alcohol,value,freq
626,398,35-44,F,7,UK,White,-1.86962,0.63779,-0.97631,-0.30172,0.58489,Used in Last Day,1,6
633,493,45-54,F,6,UK,White,0.62967,0.80523,0.44585,-0.30172,-0.78155,Used in Last Week,1,5
635,564,35-44,F,8,UK,Other,2.61139,0.47617,-1.55521,-0.30172,1.46191,Used in Last Day,1,6
638,584,35-44,F,6,UK,White,0.31287,1.2861,1.65653,-0.30172,0.93949,Used in Last Day,1,6
640,625,45-54,F,8,UK,White,-0.34799,0.00332,-0.45174,-0.30172,-1.38502,Used in Last Day,1,6
644,687,18-24,F,5,Canada,White,1.60383,0.96248,1.43533,-0.30172,-0.89891,Used in Last Week,1,5
645,693,45-54,F,8,UK,White,0.22393,-0.69509,-0.31776,-0.30172,-0.52745,Used in Last Day,1,6
646,703,35-44,F,7,UK,White,-0.34799,0.63779,0.58331,-0.30172,-0.00665,Used in Last Year,1,3
649,769,18-24,F,6,USA,Other,-0.34799,0.63779,0.14143,-0.30172,0.7583,Used in Last Month,1,4
650,774,45-54,F,6,Canada,White,1.02119,-1.23177,-0.31776,-0.30172,-0.52745,Used over a Decade Ago,1,Used over a Decade Ago
652,799,25-34,F,5,USA,White,0.13606,1.11406,0.7233,-0.30172,0.7583,Used in Last Day,1,6
653,820,25-34,F,8,UK,White,1.60383,-0.80615,-0.01928,-0.30172,-1.13788,Used in Last Week,1,5
654,836,25-34,F,8,USA,White,0.82562,-0.69509,-0.01928,-0.30172,0.58489,Used in Last Week,1,5
660,949,25-34,F,4,Canada,White,0.41667,0.00332,-2.39883,-0.30172,0.7583,Used in Last Decade,1,2
662,954,25-34,F,7,UK,White,1.02119,-0.94779,-0.01928,-0.30172,-1.64101,Used in Last Week,1,5
663,1010,18-24,F,4,UK,White,1.23461,0.96248,0.44585,-0.30172,-0.27607,Used in Last Week,1,5
664,1027,18-24,F,7,USA,White,-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,Used in Last Week,1,5
666,1055,18-24,F,5,USA,White,0.41667,-0.57545,0.44585,-0.30172,-0.40581,Used in Last Week,1,5
668,1075,35-44,F,9,UK,White,-0.67825,0.32197,-0.01928,-0.30172,1.46191,Used in Last Week,1,5
669,1090,18-24,F,8,UK,White,0.52135,0.47617,-0.01928,-0.30172,0.25953,Used in Last Day,1,6
670,1104,18-24,F,7,USA,White,0.31287,-0.15487,-0.58331,-0.30172,1.30612,Used in Last Week,1,5
672,1153,35-44,F,7,USA,White,1.72012,-1.7625,-0.58331,-0.30172,-1.25773,Used over a Decade Ago,1,Used over a Decade Ago
677,1266,35-44,F,2,UK,White,-0.79151,0.00332,-1.11902,-0.30172,0.25953,Used in Last Week,1,5
678,1275,35-44,F,8,UK,White,-1.05308,0.16767,0.44585,-0.30172,0.58489,Used in Last Week,1,5
684,1412,25-34,F,7,USA,White,0.41667,-0.30033,1.43533,-0.30172,1.46191,Used in Last Week,1,5
689,1587,35-44,F,7,UK,White,0.04257,-0.15487,0.88309,-0.30172,0.58489,Used in Last Week,1,5
690,1603,55-64,F,8,UK,White,0.31287,0.47617,1.06238,-0.30172,-0.78155,Used in Last Day,1,6
693,1634,45-54,F,6,UK,Black,-0.34799,0.32197,-0.84732,-0.30172,0.41594,Used in Last Week,1,5
694,1643,25-34,F,8,UK,White,-1.69163,0.47617,-1.42424,-0.30172,1.13407,Used in Last Month,1,4
695,1650,25-34,F,7,UK,White,-0.14882,-0.30033,-0.84732,-0.30172,1.46191,Used in Last Year,1,3
699,1744,35-44,F,8,UK,White,-0.58016,0.47617,-0.58331,-0.30172,0.93949,Used in Last Week,1,5
701,1762,35-44,F,6,UK,White,-0.24649,-0.57545,-0.17779,-0.30172,0.7583,Used in Last Week,1,5
702,1766,25-34,F,5,USA,White,0.52135,1.93886,1.43533,-0.30172,0.93949,Used in Last Month,1,4
703,1778,45-54,F,2,UK,White,1.02119,-0.69509,-1.68062,-0.30172,-0.89891,Used over a Decade Ago,1,Used over a Decade Ago
704,1824,18-24,F,5,USA,White,1.23461,-1.23177,1.06238,-0.30172,-2.30408,Used in Last Month,1,4
706,1834,35-44,F,7,USA,White,-0.34799,-1.09207,0.29338,-0.30172,1.30612,Used in Last Day,1,6
708,1854,25-34,F,8,UK,White,-0.14882,-0.15487,-0.45174,-0.30172,0.93949,Used in Last Week,1,5
714,81,65+,F,9,Canada,White,0.04257,0.32197,0.44585,-0.15487,1.46191,Used in Last Day,1,6
715,97,35-44,F,7,Canada,White,0.13606,-1.09207,0.29338,-0.15487,0.7583,Used in Last Month,1,4
716,102,45-54,F,2,Australia,White,-0.58016,0.47617,-1.68062,-0.15487,0.93949,Used in Last Month,1,4
717,133,35-44,F,4,Republic of Ireland,White,-0.24649,-0.57545,-0.58331,-0.15487,0.25953,Used in Last Month,1,4
719,252,35-44,F,7,UK,White,0.62967,-0.94779,-0.71727,-0.15487,0.7583,Used in Last Month,1,4
720,282,45-54,F,5,UK,White,0.04257,-0.30033,-2.21069,-0.15487,-0.14277,Used in Last Week,1,5
721,298,65+,F,2,UK,White,0.82562,-0.80615,0.14143,-0.15487,1.13407,Never Used,1,1
722,305,45-54,F,7,UK,White,-0.34799,0.00332,-1.27553,-0.15487,0.93949,Used in Last Day,1,6
723,320,45-54,F,2,UK,Other,0.31287,-0.30033,-1.27553,-0.15487,0.58489,Used in Last Month,1,4
724,344,55-64,F,6,UK,White,0.62967,0.00332,-0.01928,-0.15487,0.58489,Used over a Decade Ago,1,Used over a Decade Ago
725,345,18-24,F,1,UK,White,0.22393,-0.15487,-0.01928,-0.15487,-0.40581,Used in Last Week,1,5
727,368,35-44,F,7,UK,Asian,-1.05308,0.47617,-0.17779,-0.15487,0.58489,Never Used,1,1
730,416,35-44,F,5,UK,White,-1.86962,0.32197,-1.11902,-0.15487,-0.65253,Used in Last Day,1,6
732,440,18-24,F,5,USA,White,1.37297,-0.30033,0.29338,-0.15487,-1.78169,Used in Last Month,1,4
733,443,25-34,F,8,UK,White,-0.92104,0.00332,0.29338,-0.15487,-0.00665,Used in Last Week,1,5
734,452,18-24,F,8,UK,White,-1.1943,0.80523,-0.84732,-0.15487,0.7583,Used in Last Week,1,5
735,472,18-24,F,7,UK,White,0.13606,0.80523,0.29338,-0.15487,0.7583,Used in Last Month,1,4
736,476,55-64,F,7,UK,Mixed-White/Asian,-0.24649,0.96248,0.14143,-0.15487,0.41594,Used in Last Day,1,6
737,483,35-44,F,7,Australia,White,1.02119,0.16767,0.29338,-0.15487,0.58489,Used in Last Day,1,6
738,501,55-64,F,5,UK,White,1.37297,-0.69509,1.43533,-0.15487,-1.92173,Used in Last Week,1,5
739,513,45-54,F,8,UK,White,0.41667,0.47617,-0.17779,-0.15487,0.25953,Used in Last Week,1,5
740,558,18-24,F,7,UK,White,-0.14882,-0.30033,0.29338,-0.15487,0.25953,Used in Last Day,1,6
741,640,18-24,F,7,UK,White,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,Used in Last Week,1,5
742,647,18-24,F,7,UK,White,-0.46725,-0.15487,-0.31776,-0.15487,0.7583,Used in Last Week,1,5
743,662,18-24,F,7,UK,White,-0.24649,-1.09207,-0.71727,-0.15487,1.46191,Used in Last Day,1,6
746,684,35-44,F,7,UK,White,0.52135,-0.15487,-0.45174,-0.15487,-0.65253,Used in Last Year,1,3
750,733,18-24,F,7,UK,White,1.23461,0.63779,0.7233,-0.15487,-0.00665,Used in Last Day,1,6
752,822,18-24,F,7,USA,White,-0.34799,0.32197,-0.17779,-0.15487,0.12331,Used in Last Week,1,5
755,856,18-24,F,5,USA,White,-0.34799,0.16767,-0.01928,-0.15487,-1.0145,Used in Last Week,1,5
759,980,45-54,F,5,USA,White,1.23461,-1.09207,-0.45174,-0.15487,0.7583,Used in Last Day,1,6
760,999,25-34,F,9,USA,White,-1.05308,0.80523,-0.31776,-0.15487,0.93949,Used in Last Year,1,3
762,1037,18-24,F,5,USA,White,0.52135,0.80523,0.88309,-0.15487,-0.27607,Used in Last Day,1,6
763,1042,35-44,F,8,UK,White,0.62967,-0.15487,-1.97495,-0.15487,-1.0145,Used in Last Day,1,6
764,1063,18-24,F,7,USA,Mixed-Black/Asian,1.23461,1.93886,1.65653,-0.15487,-0.52745,Used in Last Week,1,5
765,1087,18-24,F,8,UK,White,-0.24649,0.47617,0.88309,-0.15487,1.81175,Used in Last Day,1,6
770,1214,18-24,F,5,Canada,White,0.91093,0.16767,0.58331,-0.15487,-2.04506,Used in Last Month,1,4
772,1228,25-34,F,7,USA,White,0.52135,0.63779,1.24033,-0.15487,-1.38502,Used in Last Week,1,5
773,1242,35-44,F,7,UK,White,1.02119,-1.37639,-0.45174,-0.15487,-0.89891,Used in Last Day,1,6
778,1352,18-24,F,7,UK,White,0.41667,-0.57545,-0.97631,-0.15487,1.46191,Used in Last Week,1,5
783,1467,18-24,F,7,USA,White,-0.58016,0.32197,0.7233,-0.15487,0.58489,Used in Last Week,1,5
787,1571,25-34,F,8,UK,White,-1.05308,1.2861,-0.45174,-0.15487,-0.00665,Used in Last Week,1,5
788,1586,25-34,F,7,UK,White,0.13606,1.11406,0.14143,-0.15487,0.58489,Used in Last Day,1,6
789,1595,25-34,F,7,UK,White,-0.24649,1.11406,-0.45174,-0.15487,0.41594,Used in Last Week,1,5
790,1601,25-34,F,6,UK,White,-0.67825,0.96248,-1.11902,-0.15487,0.58489,Used in Last Week,1,5
791,1608,35-44,F,8,UK,White,-0.79151,0.32197,-0.01928,-0.15487,1.13407,Used in Last Week,1,5
792,1628,25-34,F,8,UK,White,-1.86962,1.2861,-1.27553,-0.15487,1.46191,Used in Last Month,1,4
793,1640,45-54,F,6,UK,White,-0.05188,0.16767,-0.97631,-0.15487,-0.27607,Used in Last Day,1,6
795,1699,45-54,F,7,UK,White,0.62967,-0.57545,0.7233,-0.15487,0.41594,Used in Last Month,1,4
796,1700,25-34,F,8,USA,White,-1.69163,0.80523,0.7233,-0.15487,-0.00665,Used in Last Day,1,6
798,1741,45-54,F,7,UK,White,-0.92104,0.32197,-0.58331,-0.15487,1.13407,Used in Last Day,1,6
800,1807,35-44,F,6,USA,White,0.04257,-0.80615,-0.84732,-0.15487,-1.13788,Used in Last Month,1,4
803,1865,25-34,F,7,USA,Other,-0.34799,0.00332,1.24033,-0.15487,0.41594,Used in Last Week,1,5
808,57,35-44,F,5,UK,White,0.04257,0.00332,-1.68062,-0.01729,0.25953,Used in Last Week,1,5
809,124,25-34,F,7,UK,White,0.22393,-0.69509,-0.45174,-0.01729,0.12331,Used in Last Week,1,5
810,195,25-34,F,7,Canada,Mixed-White/Asian,-0.92104,1.2861,-0.01928,-0.01729,0.41594,Used in Last Year,1,3
811,205,25-34,F,7,UK,White,-0.14882,0.96248,1.24033,-0.01729,0.25953,Used in Last Week,1,5
812,211,25-34,F,5,UK,White,0.73545,0.16767,-1.42424,-0.01729,-1.25773,Used in Last Year,1,3
813,221,18-24,F,7,UK,White,0.82562,-0.30033,0.29338,-0.01729,0.12331,Used in Last Week,1,5
814,254,45-54,F,9,UK,White,-0.79151,0.16767,0.29338,-0.01729,0.93949,Used in Last Day,1,6
816,266,35-44,F,7,UK,Black,-0.24649,0.00332,-0.45174,-0.01729,-0.00665,Used in Last Decade,1,2
819,309,35-44,F,4,UK,White,-1.69163,0.80523,-0.17779,-0.01729,1.63088,Used in Last Week,1,5
820,316,45-54,F,9,UK,White,-0.79151,0.80523,0.58331,-0.01729,0.41594,Used in Last Week,1,5
822,338,45-54,F,8,UK,Black,0.62967,0.16767,-0.17779,-0.01729,1.30612,Used in Last Week,1,5
824,366,35-44,F,9,UK,White,0.41667,-0.15487,0.14143,-0.01729,-0.52745,Used in Last Week,1,5
825,381,45-54,F,6,UK,White,0.82562,-0.43999,0.7233,-0.01729,0.25953,Used in Last Day,1,6
826,394,35-44,F,3,UK,White,-0.46725,0.32197,-0.58331,-0.01729,1.13407,Used in Last Week,1,5
827,408,45-54,F,7,UK,White,1.8399,-0.94779,1.65653,-0.01729,-0.40581,Used in Last Year,1,3
828,442,18-24,F,5,UK,White,-0.67825,1.45421,-2.09015,-0.01729,0.58489,Used in Last Year,1,3
831,503,25-34,F,6,UK,White,-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,Used in Last Year,1,3
834,531,25-34,F,6,UK,White,0.73545,1.11406,-0.01928,-0.01729,-0.00665,Used in Last Week,1,5
835,556,25-34,F,9,UK,White,0.62967,0.47617,-0.45174,-0.01729,1.30612,Used in Last Month,1,4
836,557,45-54,F,8,UK,White,0.22393,-0.94779,-1.11902,-0.01729,0.93949,Used in Last Day,1,6
837,582,35-44,F,5,UK,White,-1.1943,0.00332,-1.11902,-0.01729,-1.92173,Used in Last Day,1,6
839,626,35-44,F,9,UK,White,0.04257,0.00332,-1.27553,-0.01729,0.25953,Used in Last Day,1,6
840,650,25-34,F,7,UK,White,-0.14882,0.80523,-1.27553,-0.01729,2.04506,Used in Last Week,1,5
843,690,55-64,F,8,UK,White,0.82562,-0.69509,-0.45174,-0.01729,-0.14277,Used in Last Day,1,6
845,731,35-44,F,7,UK,White,0.73545,0.00332,-0.97631,-0.01729,-0.00665,Used in Last Week,1,5
846,749,35-44,F,2,UK,White,0.41667,-0.57545,-1.42424,-0.01729,-1.78169,Used in Last Decade,1,2
849,785,18-24,F,5,USA,White,-0.24649,0.47617,0.88309,-0.01729,1.13407,Used in Last Day,1,6
851,877,18-24,F,5,USA,Other,0.73545,0.32197,1.43533,-0.01729,-0.78155,Used in Last Week,1,5
852,880,18-24,F,7,USA,White,-0.58016,1.45421,0.88309,-0.01729,0.12331,Used in Last Week,1,5
854,913,18-24,F,5,USA,White,2.127,-2.72827,-1.97495,-0.01729,-1.38502,Used in Last Month,1,4
859,1029,35-44,F,7,USA,Asian,0.62967,0.32197,-0.45174,-0.01729,0.58489,Used in Last Week,1,5
867,1138,25-34,F,9,UK,White,-0.05188,0.32197,-0.84732,-0.01729,0.41594,Used in Last Week,1,5
869,1161,25-34,F,7,Canada,White,0.62967,-0.15487,0.14143,-0.01729,-1.13788,Used in Last Day,1,6
872,1226,18-24,F,5,USA,White,0.91093,-0.30033,-0.01928,-0.01729,-0.40581,Used in Last Week,1,5
873,1250,45-54,F,8,UK,White,-0.46725,-0.15487,1.43533,-0.01729,0.93949,Used in Last Week,1,5
875,1351,18-24,F,5,USA,White,-2.05048,-0.94779,0.14143,-0.01729,-0.65253,Used in Last Year,1,3
876,1361,18-24,F,5,Australia,White,0.52135,0.96248,1.65653,-0.01729,1.30612,Used in Last Week,1,5
877,1379,25-34,F,8,Canada,Mixed-White/Asian,1.49158,-0.94779,0.7233,-0.01729,2.04506,Used in Last Year,1,3
878,1386,18-24,F,5,UK,White,-0.24649,-0.43999,-0.31776,-0.01729,0.58489,Used in Last Week,1,5
880,1394,25-34,F,8,UK,White,1.37297,0.32197,-0.17779,-0.01729,0.41594,Used in Last Year,1,3
881,1413,25-34,F,8,UK,White,1.02119,0.80523,1.24033,-0.01729,0.25953,Used in Last Week,1,5
883,1480,35-44,F,6,USA,White,-0.05188,-0.57545,-2.09015,-0.01729,-0.27607,Used in Last Week,1,5
884,1482,45-54,F,7,USA,White,1.60383,-2.32338,0.14143,-0.01729,-2.04506,Used in Last Month,1,4
885,1488,25-34,F,7,UK,White,-0.05188,-0.30033,-1.27553,-0.01729,0.7583,Used in Last Week,1,5
888,1548,18-24,F,5,USA,White,1.49158,0.16767,0.88309,-0.01729,0.58489,Used in Last Year,1,3
890,1594,35-44,F,9,UK,White,0.04257,0.80523,0.29338,-0.01729,-0.14277,Used in Last Week,1,5
891,1596,25-34,F,7,UK,White,-0.58016,1.74091,0.88309,-0.01729,-0.27607,Used in Last Week,1,5
893,1635,18-24,F,4,UK,White,0.04257,-1.37639,-1.27553,-0.01729,-0.00665,Used in Last Month,1,4
895,1668,25-34,F,9,Australia,White,0.13606,-0.43999,-1.55521,-0.01729,0.93949,Used in Last Year,1,3
896,1686,18-24,F,5,USA,Black,1.37297,-2.03972,0.88309,-0.01729,-1.13788,Used in Last Month,1,4
897,1731,25-34,F,5,UK,White,0.62967,-1.37639,-0.71727,-0.01729,-0.78155,Used in Last Day,1,6
904,86,25-34,F,4,UK,White,-0.46725,0.00332,-1.55521,0.13136,0.41594,Used in Last Year,1,3
906,109,25-34,F,7,UK,White,-0.46725,2.127,0.14143,0.13136,0.7583,Used in Last Week,1,5
907,114,45-54,F,6,UK,White,0.04257,0.63779,0.29338,0.13136,0.7583,Used in Last Month,1,4
908,118,25-34,F,7,UK,White,1.60383,0.80523,1.43533,0.13136,-1.13788,Used in Last Week,1,5
912,160,45-54,F,5,UK,Black,-0.46725,-0.57545,-0.58331,0.13136,0.25953,Used in Last Month,1,4
914,174,35-44,F,7,UK,White,1.02119,0.63779,1.24033,0.13136,0.25953,Used in Last Day,1,6
915,190,18-24,F,8,UK,White,-0.34799,0.00332,-0.45174,0.13136,0.7583,Used in Last Week,1,5
916,194,45-54,F,7,UK,White,0.31287,-1.09207,-0.45174,0.13136,0.12331,Used in Last Week,1,5
917,207,18-24,F,7,UK,White,-0.05188,1.2861,0.58331,0.13136,0.41594,Used in Last Week,1,5
918,233,25-34,F,7,UK,White,0.04257,1.2861,-0.01928,0.13136,0.7583,Used in Last Week,1,5
919,302,25-34,F,5,USA,White,-0.24649,-0.43999,-1.55521,0.13136,0.58489,Used in Last Year,1,3
920,311,45-54,F,7,UK,White,-1.32828,-0.15487,-0.84732,0.13136,0.58489,Used in Last Year,1,3
921,315,18-24,F,4,Republic of Ireland,White,-0.58016,0.16767,-0.71727,0.13136,-0.14277,Used in Last Week,1,5
925,361,25-34,F,5,UK,White,-0.58016,1.58487,0.58331,0.13136,0.41594,Used in Last Week,1,5
926,362,45-54,F,7,UK,White,0.52135,0.80523,-0.01928,0.13136,-0.14277,Used in Last Decade,1,2
928,378,45-54,F,8,UK,White,-0.92104,0.00332,-0.71727,0.13136,0.93949,Used in Last Week,1,5
931,392,35-44,F,5,UK,White,-0.67825,-0.43999,0.29338,0.13136,-0.00665,Used in Last Decade,1,2
934,445,45-54,F,6,UK,White,-0.46725,0.80523,0.58331,0.13136,0.7583,Used in Last Week,1,5
935,453,35-44,F,7,UK,White,-0.14882,-0.15487,0.14143,0.13136,0.93949,Used in Last Week,1,5
940,517,18-24,F,3,USA,White,-1.43907,1.93886,0.44585,0.13136,0.25953,Used in Last Week,1,5
941,526,35-44,F,1,UK,White,0.13606,-0.80615,-1.82919,0.13136,0.41594,Used in Last Decade,1,2
943,566,45-54,F,5,UK,White,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,Used in Last Decade,1,2
944,581,18-24,F,8,UK,White,-0.14882,0.80523,0.58331,0.13136,0.7583,Used in Last Week,1,5
948,620,25-34,F,7,UK,White,-0.05188,1.11406,0.88309,0.13136,-0.00665,Used in Last Week,1,5
949,635,25-34,F,8,UK,White,-0.67825,1.74091,0.44585,0.13136,0.25953,Used in Last Week,1,5
952,692,25-34,F,7,UK,White,-0.14882,-0.15487,-0.97631,0.13136,0.41594,Used in Last Month,1,4
953,713,25-34,F,8,UK,White,0.52135,0.32197,0.7233,0.13136,1.13407,Used in Last Month,1,4
955,728,25-34,F,8,UK,Mixed-White/Black,0.31287,0.63779,-0.58331,0.13136,-0.14277,Used in Last Week,1,5
957,757,18-24,F,8,UK,Mixed-White/Asian,0.62967,0.32197,-0.58331,0.13136,0.7583,Used in Last Week,1,5
960,834,25-34,F,8,USA,White,0.13606,-0.94779,1.43533,0.13136,0.58489,Used in Last Day,1,6
963,898,18-24,F,6,UK,White,-1.86962,-0.30033,0.14143,0.13136,-0.65253,Used in Last Month,1,4
967,937,18-24,F,5,USA,White,2.28554,-0.69509,0.29338,0.13136,-0.78155,Used in Last Month,1,4
974,1007,18-24,F,4,USA,White,1.8399,-0.94779,0.88309,0.13136,-0.89891,Used in Last Year,1,3
976,1062,18-24,F,4,USA,Other,-0.24649,0.63779,-1.42424,0.13136,0.7583,Used in Last Decade,1,2
978,1078,35-44,F,6,Canada,White,0.41667,0.00332,-0.97631,0.13136,-0.14277,Used in Last Month,1,4
979,1081,35-44,F,6,UK,White,0.52135,-1.37639,-1.42424,0.13136,-1.13788,Used in Last Month,1,4
984,1193,18-24,F,5,USA,White,0.62967,0.63779,0.44585,0.13136,-2.57309,Used in Last Year,1,3
988,1245,25-34,F,7,UK,White,0.52135,0.00332,-0.97631,0.13136,-1.38502,Used in Last Day,1,6
989,1246,45-54,F,7,UK,White,-1.32828,1.74091,-0.01928,0.13136,2.04506,Used in Last Month,1,4
990,1263,25-34,F,6,UK,White,0.31287,0.96248,-0.97631,0.13136,0.58489,Used in Last Day,1,6
991,1276,45-54,F,6,UK,White,-1.69163,-0.69509,-1.68062,0.13136,1.81175,Used in Last Year,1,3
992,1283,18-24,F,5,UK,Other,-1.43907,0.00332,0.14143,0.13136,-0.27607,Used in Last Month,1,4
996,1404,25-34,F,7,UK,White,0.41667,0.00332,-1.11902,0.13136,0.58489,Used in Last Week,1,5
997,1410,25-34,F,9,UK,White,-2.21844,-0.94779,-0.71727,0.13136,-0.52745,Used in Last Week,1,5
998,1461,35-44,F,9,UK,White,-2.05048,1.58487,0.14143,0.13136,0.7583,Used in Last Week,1,5
999,1483,45-54,F,9,UK,White,-0.92104,0.00332,0.14143,0.13136,0.7583,Used in Last Week,1,5
1002,1505,18-24,F,7,USA,Mixed-White/Asian,-0.46725,0.00332,-0.31776,0.13136,-0.52745,Used in Last Day,1,6
1005,1546,18-24,F,5,USA,White,1.02119,-0.94779,0.88309,0.13136,-0.14277,Used in Last Year,1,3
1006,1599,25-34,F,8,UK,White,-0.79151,1.2861,-1.82919,0.13136,0.7583,Used in Last Week,1,5
1008,1660,45-54,F,7,UK,White,-2.21844,0.63779,0.29338,0.13136,0.41594,Used in Last Day,1,6
1009,1712,25-34,F,7,UK,White,0.04257,1.74091,0.58331,0.13136,-0.14277,Used in Last Week,1,5
1010,1747,35-44,F,8,UK,Black,-0.24649,-0.57545,-0.58331,0.13136,0.12331,Never Used,1,1
1011,1754,25-34,F,6,UK,White,-0.14882,1.58487,-0.01928,0.13136,-0.40581,Used in Last Day,1,6
1012,1792,35-44,F,9,USA,White,-0.24649,-0.15487,0.7233,0.13136,2.33337,Used in Last Month,1,4
1013,1795,18-24,F,5,USA,White,0.82562,-1.7625,2.90161,0.13136,-0.78155,Never Used,1,1
1014,1809,18-24,F,8,UK,Black,0.41667,-0.80615,-0.58331,0.13136,-0.40581,Used in Last Month,1,4
1015,17,35-44,F,5,UK,White,-1.55078,-0.80615,-1.68062,0.28783,0.7583,Used in Last Day,1,6
1017,29,35-44,F,8,UK,White,0.04257,-1.50796,-0.71727,0.28783,1.30612,Used in Last Day,1,6
1018,47,45-54,F,5,Canada,White,0.31287,0.63779,-1.11902,0.28783,1.46191,Used in Last Year,1,3
1019,53,55-64,F,7,UK,White,-0.14882,0.00332,-1.42424,0.28783,-0.78155,Used in Last Week,1,5
1021,58,25-34,F,7,UK,White,-0.58016,0.63779,-1.97495,0.28783,0.7583,Used over a Decade Ago,1,Used over a Decade Ago
1022,70,45-54,F,2,UK,White,-0.05188,-0.69509,-1.68062,0.28783,-0.00665,Used in Last Day,1,6
1024,91,35-44,F,8,UK,White,1.37297,0.32197,0.7233,0.28783,-0.78155,Used in Last Day,1,6
1027,107,25-34,F,5,UK,White,1.02119,-0.30033,-1.82919,0.28783,-0.40581,Used in Last Month,1,4
1028,116,25-34,F,6,Canada,White,0.22393,-0.57545,-0.84732,0.28783,1.13407,Used in Last Week,1,5
1029,120,35-44,F,7,UK,White,-0.34799,0.63779,-0.97631,0.28783,1.46191,Used in Last Week,1,5
1030,128,45-54,F,3,UK,White,-0.34799,-0.80615,-0.84732,0.28783,0.93949,Used in Last Week,1,5
1033,156,35-44,F,7,UK,Black,0.62967,-1.37639,-1.27553,0.28783,-0.27607,Used in Last Week,1,5
1034,181,45-54,F,6,UK,White,0.31287,0.63779,-1.55521,0.28783,0.93949,Used in Last Week,1,5
1035,187,35-44,F,8,UK,White,-0.67825,1.45421,0.14143,0.28783,1.81175,Used in Last Day,1,6
1036,193,25-34,F,6,Canada,White,-0.79151,-0.30033,-0.17779,0.28783,-0.52745,Used in Last Week,1,5
1037,238,25-34,F,2,UK,White,0.91093,-0.15487,-2.21069,0.28783,1.30612,Used in Last Week,1,5
1039,272,45-54,F,8,UK,White,0.73545,-0.69509,0.44585,0.28783,-1.38502,Used in Last Day,1,6
1041,274,25-34,F,7,UK,White,0.22393,0.16767,-1.11902,0.28783,0.25953,Used in Last Day,1,6
1042,313,45-54,F,8,UK,White,-0.34799,0.00332,-0.45174,0.28783,0.12331,Used in Last Day,1,6
1043,319,25-34,F,6,UK,White,0.04257,0.00332,-0.71727,0.28783,0.93949,Used in Last Decade,1,2
1045,342,35-44,F,8,UK,White,-0.46725,1.11406,0.88309,0.28783,0.41594,Used in Last Week,1,5
1047,393,25-34,F,7,UK,White,0.62967,0.00332,0.14143,0.28783,0.12331,Used in Last Week,1,5
1048,411,35-44,F,6,USA,White,-1.55078,0.80523,0.7233,0.28783,0.58489,Used over a Decade Ago,1,Used over a Decade Ago
1049,430,25-34,F,4,UK,White,-0.92104,-0.15487,-2.09015,0.28783,0.7583,Used in Last Week,1,5
1051,485,25-34,F,7,UK,White,1.23461,0.47617,1.43533,0.28783,0.93949,Used in Last Decade,1,2
1053,561,45-54,F,7,UK,White,-0.79151,0.00332,0.44585,0.28783,1.13407,Used in Last Day,1,6
1054,562,18-24,F,7,UK,White,1.02119,0.16767,-0.71727,0.28783,0.41594,Used in Last Day,1,6
1055,624,35-44,F,8,UK,White,-0.14882,0.47617,-0.31776,0.28783,1.63088,Used in Last Week,1,5
1056,631,45-54,F,9,UK,Mixed-White/Black,-0.46725,0.47617,0.58331,0.28783,-0.14277,Used in Last Week,1,5
1057,632,35-44,F,9,UK,White,0.52135,-0.30033,1.65653,0.28783,1.13407,Used in Last Day,1,6
1059,666,25-34,F,9,UK,White,1.13281,-0.43999,0.14143,0.28783,-0.27607,Used in Last Day,1,6
1063,748,25-34,F,8,UK,White,-0.05188,0.47617,0.44585,0.28783,0.41594,Used in Last Month,1,4
1065,876,25-34,F,8,USA,White,0.22393,-1.09207,-0.58331,0.28783,-1.0145,Used in Last Week,1,5
1067,931,18-24,F,5,UK,Other,-0.24649,0.96248,0.7233,0.28783,-0.27607,Used in Last Month,1,4
1068,936,18-24,F,5,USA,White,-1.32828,1.11406,1.24033,0.28783,-0.78155,Used in Last Week,1,5
1072,1067,35-44,F,3,Canada,White,1.23461,-0.69509,0.58331,0.28783,1.63088,Used in Last Week,1,5
1073,1074,18-24,F,8,UK,White,1.60383,-1.50796,-0.17779,0.28783,-0.40581,Used in Last Decade,1,2
1074,1082,25-34,F,8,UK,Other,0.31287,1.74091,-0.17779,0.28783,0.58489,Used in Last Day,1,6
1076,1086,18-24,F,7,UK,White,-0.05188,-0.15487,0.44585,0.28783,0.41594,Used in Last Week,1,5
1081,1254,35-44,F,7,UK,White,-0.34799,-1.23177,-1.97495,0.28783,-0.27607,Used in Last Day,1,6
1082,1261,45-54,F,7,UK,White,-0.67825,0.32197,-0.31776,0.28783,-0.78155,Used in Last Week,1,5
1083,1264,45-54,F,7,UK,White,0.04257,-0.15487,-0.71727,0.28783,0.58489,Used in Last Day,1,6
1084,1280,18-24,F,7,UK,Asian,0.62967,0.16767,-1.11902,0.28783,-0.52745,Used in Last Week,1,5
1085,1301,35-44,F,5,USA,White,-0.58016,-0.94779,1.43533,0.28783,-0.65253,Used in Last Year,1,3
