"","ID","Age","Gender","Education","Country","Ethnicity","Nscore","Escore","Oscore","AScore","Cscore","Impulsive","SS","Alcohol","Amphet","Amyl","Benzos","Caff","Cannabis","Choc","Coke","Crack","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","Semer","VSA","iso3"
"292",303,"35-44","F","Doctorate degree","UK","White",0.52135,-0.43999,-0.71727,0.59042,0.93949,-0.71126,-0.84637,"6","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"293",304,"55-64","F","Professional certificate/ diploma","UK","White",-0.14882,0.63779,-0.01928,-0.76096,-0.40581,-0.21712,0.07987,"6","0","0","1","6","2","5","0","0","0","0","0","0","0","0","2","1","0","0","GBR"
"294",305,"45-54","F","University degree","UK","White",-0.34799,0.00332,-1.27553,-0.15487,0.93949,-0.21712,-1.18084,"6","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"295",306,"45-54","F","University degree","UK","White",-1.05308,-2.32338,-1.27553,1.61108,0.12331,-0.71126,-1.54858,"4","1","2","0","6","0","4","1","0","1","0","0","0","1","0","0","0","0","0","GBR"
"296",307,"35-44","M","Masters degree","UK","White",0.22393,-1.23177,-0.84732,-1.07533,0.7583,-1.37983,-0.84637,"5","0","1","0","6","2","6","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"297",308,"45-54","M","Masters degree","UK","White",-0.46725,-0.57545,-0.71727,1.11406,0.7583,-0.71126,-0.52593,"5","0","0","0","6","2","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"298",309,"35-44","F","Left school at 18 years","UK","White",-1.69163,0.80523,-0.17779,-0.01729,1.63088,0.19268,0.07987,"5","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"299",310,"35-44","M","Masters degree","UK","White",-0.79151,0.16767,-0.17779,0.59042,0.41594,-1.37983,-2.07848,"6","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"300",311,"45-54","F","University degree","UK","White",-1.32828,-0.15487,-0.84732,0.13136,0.58489,-1.37983,-1.54858,"3","0","0","0","6","0","6","0","0","0","0","0","0","0","0","1","4","0","1","GBR"
"301",312,"18-24","F","Left school at 16 years","UK","White",1.13281,-0.57545,-1.97495,-0.30172,-0.14277,1.86203,0.7654,"3","0","0","0","6","1","6","1","0","0","0","0","0","0","0","0","2","0","0","GBR"
"302",313,"45-54","F","Masters degree","UK","White",-0.34799,0.00332,-0.45174,0.28783,0.12331,-1.37983,-0.52593,"6","0","0","1","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"303",314,"25-34","F","Masters degree","UK","White",0.04257,1.74091,0.29338,0.59042,1.30612,0.19268,-0.52593,"5","1","1","0","6","0","5","1","0","1","0","0","0","1","0","1","5","0","0","GBR"
"304",315,"18-24","F","Left school at 18 years","Republic of Ireland","White",-0.58016,0.16767,-0.71727,0.13136,-0.14277,-0.71126,-1.18084,"5","0","0","0","6","0","4","0","0","0","0","0","0","0","0","0","5","0","0","IRL"
"305",316,"45-54","F","Doctorate degree","UK","White",-0.79151,0.80523,0.58331,-0.01729,0.41594,-0.71126,-0.52593,"5","0","0","0","6","0","4","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"306",317,"55-64","F","University degree","UK","White",-0.46725,0.80523,1.06238,-0.45321,-0.78155,1.86203,0.40148,"5","1","0","0","6","3","6","1","0","1","0","0","0","1","0","0","6","0","0","GBR"
"307",318,"35-44","M","University degree","UK","Black",-0.79151,1.93886,-0.97631,-0.01729,1.13407,-0.71126,-0.52593,"5","0","0","0","6","2","4","0","0","0","0","0","0","0","0","0","3","0","0","GBR"
"308",319,"25-34","F","Professional certificate/ diploma","UK","White",0.04257,0.00332,-0.71727,0.28783,0.93949,-1.37983,-1.18084,"2","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"309",320,"45-54","F","Left school at 16 years","UK","Other",0.31287,-0.30033,-1.27553,-0.15487,0.58489,0.88113,0.40148,"4","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"310",321,"45-54","F","University degree","UK","White",0.73545,-0.30033,-0.58331,-1.07533,-0.14277,-1.37983,-1.18084,"5","0","0","0","6","1","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"311",322,"35-44","F","Some college or university, no certificate or degree","UK","White",0.52135,-0.30033,-0.97631,1.81866,1.63088,-1.37983,-2.07848,"5","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"312",323,"18-24","F","University degree","UK","White",-0.79151,0.47617,0.44585,0.94156,0.12331,-0.21712,0.40148,"5","0","2","0","6","2","6","0","0","0","0","0","2","0","0","0","2","0","0","GBR"
"313",324,"45-54","M","Left school at 17 years","UK","White",0.91093,-1.09207,-1.68062,0.28783,-0.78155,-0.71126,0.07987,"6","1","1","0","6","2","5","1","0","1","1","0","0","1","0","1","1","0","0","GBR"
"314",325,"25-34","F","Doctorate degree","UK","White",0.22393,0.00332,1.43533,-0.91699,0.93949,0.19268,-0.52593,"5","0","0","0","6","1","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"315",326,"35-44","F","Professional certificate/ diploma","UK","White",-0.79151,1.2861,-0.17779,0.94156,2.33337,0.19268,-0.52593,"5","0","0","0","5","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"316",327,"35-44","M","Left school at 18 years","UK","White",-0.58016,-1.6334,-1.97495,0.94156,0.41594,0.52975,0.07987,"6","3","2","0","4","4","5","0","0","3","0","0","0","0","0","0","6","0","0","GBR"
"317",328,"45-54","M","Masters degree","UK","White",-1.86962,1.58487,-0.01928,1.61108,1.30612,-1.37983,-0.84637,"6","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"318",329,"25-34","F","Professional certificate/ diploma","UK","White",0.22393,-0.30033,-1.27553,1.11406,-0.52745,-1.37983,-2.07848,"5","0","0","2","6","1","6","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"319",330,"45-54","M","Professional certificate/ diploma","UK","White",-0.34799,0.47617,-0.97631,0.43852,-0.14277,0.52975,-0.21575,"4","0","0","1","6","1","5","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"320",331,"45-54","F","Professional certificate/ diploma","UK","White",-1.05308,0.47617,-0.71727,0.76096,0.7583,-0.21712,-0.21575,"1","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"321",332,"35-44","M","Left school before 16 years","UK","White",-0.24649,-0.43999,-0.97631,-0.45321,0.58489,-1.37983,-0.84637,"6","2","2","2","6","2","6","6","2","3","0","2","0","2","0","2","6","0","0","GBR"
"322",333,"55-64","F","Left school at 18 years","Canada","White",-0.46725,-0.43999,-1.55521,0.94156,0.7583,-1.37983,-1.54858,"0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","CAN"
"323",334,"18-24","F","Some college or university, no certificate or degree","UK","White",2.82196,-1.92173,-0.84732,0.43852,-1.78169,0.19268,-0.52593,"6","0","3","0","6","5","6","3","0","3","0","0","5","0","0","0","6","0","3","GBR"
"324",335,"65+","M","Some college or university, no certificate or degree","Canada","White",-1.32828,-0.43999,-0.97631,0.13136,0.12331,1.29221,-0.21575,"4","0","0","5","6","0","6","0","0","0","0","0","0","0","0","0","1","0","0","CAN"
"325",336,"65+","F","Left school at 16 years","Canada","White",-0.14882,-0.15487,-1.42424,-1.34289,-0.00665,-0.21712,0.7654,"4","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","6","0","0","CAN"
"326",337,"25-34","F","Masters degree","UK","White",0.41667,-0.57545,0.58331,0.43852,-1.0145,1.86203,0.7654,"6","0","0","0","6","3","5","0","0","0","0","0","0","0","0","0","3","0","0","GBR"
"327",338,"45-54","F","Masters degree","UK","Black",0.62967,0.16767,-0.17779,-0.01729,1.30612,-0.21712,-0.84637,"5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","GBR"
"328",339,"45-54","F","Professional certificate/ diploma","Canada","White",-0.58016,0.32197,1.06238,-1.772,0.41594,1.86203,0.40148,"5","1","1","2","6","2","6","3","1","1","0","0","0","1","0","2","6","0","0","CAN"
"329",340,"35-44","M","Doctorate degree","UK","White",-1.86962,1.2861,0.29338,0.76096,1.46191,-0.21712,0.40148,"6","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"330",341,"45-54","F","Professional certificate/ diploma","UK","White",-0.14882,-0.30033,-0.58331,0.94156,0.7583,-1.37983,-0.21575,"5","0","0","0","3","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"331",342,"35-44","F","Masters degree","UK","White",-0.46725,1.11406,0.88309,0.28783,0.41594,-2.55524,-0.21575,"5","0","0","0","6","6","5","1","0","0","0","0","3","0","0","2","6","0","0","GBR"
"332",343,"55-64","F","Professional certificate/ diploma","UK","White",-1.69163,0.96248,-0.31776,0.94156,1.81175,-2.55524,-1.54858,"5","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"333",344,"55-64","F","Professional certificate/ diploma","UK","White",0.62967,0.00332,-0.01928,-0.15487,0.58489,0.19268,-0.52593,"1","0","0","1","6","0","6","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"334",345,"18-24","F","Left school before 16 years","UK","White",0.22393,-0.15487,-0.01928,-0.15487,-0.40581,0.88113,-0.84637,"5","2","3","6","6","6","5","4","2","3","3","0","3","2","2","2","6","0","0","GBR"
"335",346,"35-44","F","Masters degree","UK","White",-1.86962,0.16767,1.43533,1.81866,1.13407,-0.71126,-0.84637,"1","1","1","1","6","1","5","1","1","1","1","0","0","1","1","1","6","0","1","GBR"
"336",347,"35-44","F","University degree","UK","White",0.04257,0.47617,-0.17779,0.94156,0.25953,0.19268,-0.21575,"2","2","2","2","6","2","6","2","0","2","0","0","2","2","0","2","6","0","1","GBR"
"337",348,"45-54","F","University degree","UK","White",-0.14882,1.74091,1.65653,2.46262,0.25953,1.86203,1.2247,"6","1","0","0","6","3","5","0","0","0","0","0","4","1","0","0","6","0","0","GBR"
"338",349,"45-54","M","Masters degree","UK","White",-0.92104,0.80523,-0.01928,-0.01729,0.41594,-1.37983,-1.54858,"2","2","1","2","6","1","6","1","0","1","2","0","0","1","2","1","0","0","0","GBR"
"339",350,"45-54","M","Professional certificate/ diploma","UK","Black",-0.58016,0.32197,-0.45174,-0.15487,0.25953,-0.21712,-1.18084,"6","0","0","4","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"340",351,"45-54","M","University degree","UK","White",0.52135,-0.69509,-0.58331,0.13136,-0.14277,-0.21712,0.40148,"5","1","1","1","6","3","5","2","0","1","0","0","0","1","0","1","6","0","1","GBR"
"341",352,"35-44","F","Some college or university, no certificate or degree","UK","White",1.02119,-0.57545,0.88309,1.2861,-0.65253,0.88113,-0.21575,"4","2","1","4","6","2","5","2","2","2","2","2","0","1","2","1","6","0","1","GBR"
"342",353,"35-44","M","Professional certificate/ diploma","UK","White",0.41667,0.16767,-0.01928,-0.45321,-0.52745,-0.21712,0.40148,"5","2","1","4","5","4","4","2","2","1","2","0","1","2","3","2","2","0","5","GBR"
"343",354,"45-54","M","University degree","UK","White",-0.14882,-0.69509,0.44585,0.76096,-1.38502,0.19268,-0.21575,"1","1","1","1","6","1","5","1","1","1","1","0","0","1","1","1","1","0","1","GBR"
"344",355,"25-34","M","Left school at 16 years","UK","White",-0.46725,0.00332,-0.17779,-0.60633,0.41594,0.52975,-0.84637,"2","2","2","0","5","2","5","2","0","2","0","2","0","2","0","2","2","0","0","GBR"
"345",356,"35-44","M","Professional certificate/ diploma","UK","White",0.22393,-0.15487,-0.01928,0.28783,-0.27607,-0.71126,0.40148,"2","1","1","2","6","1","5","2","2","1","2","1","0","1","2","1","3","0","0","GBR"
"346",357,"25-34","M","Left school before 16 years","UK","White",0.62967,0.00332,1.24033,1.81866,0.93949,1.86203,1.92173,"6","1","2","3","6","3","6","2","3","3","2","3","0","1","3","1","6","0","1","GBR"
"347",358,"45-54","M","University degree","UK","White",-1.1943,-0.15487,-1.27553,1.45039,0.41594,-0.71126,0.07987,"6","0","0","1","6","1","5","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"348",359,"35-44","M","Left school at 16 years","UK","White",2.46262,-1.23177,-0.97631,-1.772,-1.64101,1.86203,1.92173,"3","3","1","1","5","3","5","3","0","3","1","1","3","1","0","1","6","0","1","GBR"
"349",360,"35-44","M","Some college or university, no certificate or degree","UK","White",0.41667,-0.80615,0.88309,0.13136,-0.40581,0.52975,-0.21575,"2","2","2","2","6","2","6","2","0","2","0","2","0","2","0","2","2","0","1","GBR"
"350",361,"25-34","F","Some college or university, no certificate or degree","UK","White",-0.58016,1.58487,0.58331,0.13136,0.41594,1.29221,1.92173,"5","2","2","2","6","2","5","2","2","2","2","2","0","2","2","0","3","0","2","GBR"
"351",362,"45-54","F","University degree","UK","White",0.52135,0.80523,-0.01928,0.13136,-0.14277,-0.21712,0.07987,"2","1","1","1","6","2","5","1","0","2","0","0","0","1","0","1","2","0","0","GBR"
"352",363,"35-44","F","Professional certificate/ diploma","UK","White",0.62967,0.63779,1.06238,0.94156,1.30612,0.88113,0.40148,"5","5","2","4","6","3","4","3","2","3","2","2","0","1","2","1","6","0","2","GBR"
"353",364,"45-54","M","University degree","UK","White",0.41667,0.32197,-0.17779,0.59042,0.41594,-0.71126,-0.52593,"2","1","1","2","6","2","5","1","2","1","2","0","0","1","2","1","6","0","1","GBR"
"354",365,"45-54","F","Professional certificate/ diploma","UK","White",1.23461,-0.15487,-1.27553,0.76096,0.41594,-1.37983,-2.07848,"5","0","0","1","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"355",366,"35-44","F","Doctorate degree","UK","White",0.41667,-0.15487,0.14143,-0.01729,-0.52745,-0.21712,-0.21575,"5","0","0","0","5","1","4","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"356",367,"45-54","M","Professional certificate/ diploma","UK","Asian",-0.14882,0.00332,-0.58331,-0.45321,-1.25773,-1.37983,-1.54858,"5","0","0","1","6","1","4","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"357",368,"35-44","F","University degree","UK","Asian",-1.05308,0.47617,-0.17779,-0.15487,0.58489,-1.37983,-1.18084,"0","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"358",369,"45-54","F","University degree","UK","White",-1.1943,0.47617,0.29338,0.43852,0.25953,0.19268,-0.21575,"5","0","0","5","6","2","5","0","0","0","0","0","0","1","2","1","2","0","0","GBR"
"359",370,"25-34","M","Professional certificate/ diploma","UK","White",-0.05188,-0.94779,-1.68062,0.13136,0.7583,-0.21712,-0.84637,"6","1","0","0","6","6","5","1","0","0","0","0","0","0","0","0","6","0","0","GBR"
"360",371,"25-34","F","University degree","UK","White",1.23461,0.32197,0.29338,0.76096,-0.65253,0.19268,-0.21575,"3","2","2","5","6","2","5","2","2","1","2","0","0","1","0","0","6","0","2","GBR"
"361",372,"18-24","M","Left school at 18 years","Canada","White",0.22393,0.32197,0.14143,-0.91699,-0.27607,-0.71126,0.07987,"5","2","0","0","6","6","0","0","0","2","0","0","2","2","0","3","6","0","0","CAN"
"362",373,"35-44","F","University degree","UK","White",1.02119,2.32338,1.65653,-1.34289,0.41594,1.29221,1.92173,"5","0","0","3","6","2","6","1","0","2","0","0","0","0","0","1","6","0","0","GBR"
"363",374,"18-24","F","Some college or university, no certificate or degree","UK","White",0.91093,0.96248,-1.11902,0.59042,0.25953,-0.21712,0.40148,"5","2","2","0","4","3","5","3","0","2","0","3","3","2","0","2","5","0","0","GBR"
"364",375,"45-54","M","University degree","UK","White",-0.34799,-1.7625,0.7233,-0.91699,0.12331,-0.21712,-0.52593,"6","1","1","0","6","4","5","1","0","3","0","0","1","1","0","2","0","0","0","GBR"
"365",376,"55-64","F","Masters degree","UK","White",-0.24649,1.2861,0.88309,1.61108,1.13407,-0.71126,-1.18084,"6","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"366",377,"65+","M","Professional certificate/ diploma","UK","White",0.13606,0.16767,0.29338,-1.34289,1.46191,-1.37983,-0.84637,"6","0","0","1","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"367",378,"45-54","F","Masters degree","UK","White",-0.92104,0.00332,-0.71727,0.13136,0.93949,-0.71126,0.40148,"5","0","0","0","6","2","5","1","0","0","0","0","0","0","0","0","2","0","0","GBR"
"368",379,"25-34","F","University degree","UK","White",-0.46725,-0.57545,-1.68062,0.43852,-0.52745,-0.71126,-1.18084,"5","0","0","0","6","1","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"369",381,"45-54","F","Professional certificate/ diploma","UK","White",0.82562,-0.43999,0.7233,-0.01729,0.25953,-0.21712,-0.21575,"6","0","0","0","6","1","6","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"370",382,"35-44","M","University degree","UK","White",-0.46725,1.11406,-0.31776,-0.60633,0.12331,0.19268,0.7654,"2","2","2","2","6","2","5","2","2","2","0","2","0","1","2","2","2","0","0","GBR"
"371",385,"45-54","F","University degree","UK","White",0.13606,-0.30033,-0.45174,1.11406,0.7583,-2.55524,-0.52593,"5","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"372",386,"45-54","F","University degree","UK","Black",-0.24649,0.16767,-0.97631,0.76096,0.58489,0.19268,-1.54858,"1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"373",387,"25-34","M","Professional certificate/ diploma","UK","White",-0.58016,-0.43999,-2.39883,0.13136,-0.40581,-0.71126,-0.21575,"5","0","2","0","6","2","6","2","0","2","0","0","0","2","0","0","6","0","0","GBR"
"374",388,"45-54","M","Left school at 18 years","UK","White",-2.05048,0.47617,-1.11902,1.61108,0.58489,-0.71126,-0.52593,"4","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"375",389,"25-34","M","University degree","UK","Black",-1.32828,0.32197,-0.58331,-1.34289,2.04506,-0.71126,0.07987,"0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"376",390,"35-44","M","Professional certificate/ diploma","UK","White",0.13606,-0.30033,0.14143,-0.15487,-0.27607,-0.21712,-0.84637,"3","0","0","0","6","1","6","0","0","0","0","0","0","0","1","0","6","0","0","GBR"
"377",391,"25-34","M","Doctorate degree","UK","White",-0.58016,0.32197,-0.17779,0.13136,0.58489,-1.37983,-1.54858,"5","0","0","0","6","1","6","0","0","0","0","0","0","0","0","0","4","0","0","GBR"
"378",392,"35-44","F","Some college or university, no certificate or degree","UK","White",-0.67825,-0.43999,0.29338,0.13136,-0.00665,0.19268,-0.84637,"2","0","1","3","6","1","6","1","0","0","0","0","0","0","3","0","6","0","0","GBR"
"379",393,"25-34","F","University degree","UK","White",0.62967,0.00332,0.14143,0.28783,0.12331,-0.71126,-0.52593,"5","0","0","0","6","2","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"380",394,"35-44","F","Left school at 17 years","UK","White",-0.46725,0.32197,-0.58331,-0.01729,1.13407,-0.71126,-1.18084,"5","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"381",395,"25-34","F","Professional certificate/ diploma","UK","White",-0.79151,-0.15487,-2.21069,-0.60633,1.46191,-1.37983,-2.07848,"6","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","GBR"
"382",396,"25-34","M","Professional certificate/ diploma","UK","White",-1.43907,0.63779,-0.17779,-0.76096,1.81175,0.52975,0.40148,"6","2","1","0","6","1","6","2","1","3","0","2","0","2","1","2","5","0","1","GBR"
"383",397,"35-44","M","University degree","UK","White",0.22393,1.2861,-0.45174,-1.47955,-0.78155,1.86203,1.2247,"6","1","1","1","4","2","5","3","0","3","0","0","3","1","0","1","5","0","0","GBR"
"384",398,"35-44","F","University degree","UK","White",-1.86962,0.63779,-0.97631,-0.30172,0.58489,-0.21712,-0.52593,"6","0","0","0","6","2","5","0","0","0","0","0","0","0","0","1","1","0","0","GBR"
"385",399,"45-54","M","Professional certificate/ diploma","UK","White",0.13606,0.47617,-0.84732,-1.47955,0.41594,1.29221,1.2247,"6","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"386",400,"25-34","F","Masters degree","UK","White",-0.79151,0.32197,0.29338,-1.34289,0.93949,0.88113,-0.52593,"6","0","0","0","6","5","3","0","0","0","0","0","0","0","0","0","6","0","1","GBR"
"387",401,"45-54","M","Masters degree","UK","White",-0.92104,1.2861,1.43533,0.94156,0.58489,-0.71126,-1.18084,"1","1","1","0","5","1","6","1","0","1","0","1","0","0","0","1","4","0","1","GBR"
"388",402,"25-34","F","Left school at 18 years","UK","White",-0.14882,-0.15487,-1.97495,0.59042,0.7583,-0.71126,-0.84637,"4","0","0","0","6","1","6","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"389",403,"45-54","M","Left school at 16 years","UK","White",0.13606,-1.09207,-0.45174,-1.6209,-0.65253,1.86203,1.2247,"5","2","2","0","6","6","6","2","0","2","0","2","2","2","0","2","6","0","0","GBR"
"390",404,"18-24","M","Some college or university, no certificate or degree","UK","White",-0.92104,-0.69509,-0.31776,-0.60633,-1.25773,0.52975,0.40148,"5","0","0","0","5","5","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"391",405,"18-24","M","University degree","UK","White",-1.43907,0.63779,-0.31776,-0.76096,-0.40581,-1.37983,-0.52593,"5","0","0","2","5","5","5","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"392",406,"45-54","M","Left school at 17 years","UK","White",0.91093,-0.15487,-0.17779,-0.15487,0.25953,0.88113,0.07987,"3","1","1","1","6","6","6","2","0","0","0","0","0","1","0","1","6","0","1","GBR"
"393",407,"18-24","F","Left school before 16 years","UK","White",0.13606,1.58487,1.88511,1.2861,-0.00665,1.29221,0.7654,"5","3","2","3","6","5","6","0","0","3","0","0","4","0","0","3","6","0","0","GBR"
"394",408,"45-54","F","University degree","UK","White",1.8399,-0.94779,1.65653,-0.01729,-0.40581,0.19268,0.40148,"3","1","0","0","6","6","6","1","0","2","0","0","3","0","0","1","6","0","0","GBR"
"395",409,"35-44","M","Left school at 17 years","UK","Other",1.37297,-0.15487,-0.31776,-0.30172,-0.65253,-0.21712,0.07987,"6","1","1","2","6","6","2","1","1","2","0","0","0","1","0","1","6","0","0","GBR"
"396",410,"25-34","M","University degree","UK","White",-0.67825,0.16767,0.58331,0.13136,-0.27607,0.19268,-1.54858,"3","1","1","1","6","6","6","1","0","1","0","2","2","1","6","1","6","0","1","GBR"
"397",411,"35-44","F","Professional certificate/ diploma","USA","White",-1.55078,0.80523,0.7233,0.28783,0.58489,-0.21712,0.40148,"1","1","0","2","6","6","6","1","0","0","0","0","0","0","3","0","6","0","0","USA"
"398",412,"45-54","M","Left school at 18 years","UK","White",1.02119,-1.37639,0.44585,0.94156,-1.38502,0.88113,0.40148,"5","2","0","3","6","6","6","1","0","2","1","2","2","1","6","2","2","0","1","GBR"
"399",414,"25-34","F","University degree","UK","White",0.13606,1.11406,-0.97631,0.43852,-0.27607,-0.71126,-0.52593,"6","0","0","0","3","2","6","2","0","2","0","0","0","0","0","0","2","0","0","GBR"
"400",415,"35-44","M","Some college or university, no certificate or degree","UK","White",0.04257,-0.15487,0.7233,0.13136,-0.40581,-0.21712,-0.21575,"5","2","2","2","6","6","5","3","0","2","0","2","2","2","0","2","6","0","0","GBR"
"401",416,"35-44","F","Some college or university, no certificate or degree","UK","White",-1.86962,0.32197,-1.11902,-0.15487,-0.65253,0.19268,-0.21575,"6","0","0","0","6","1","4","0","0","0","0","0","0","0","0","1","1","0","0","GBR"
"402",417,"18-24","M","Left school at 18 years","UK","White",-0.58016,-1.09207,-0.58331,-2.07848,2.63199,-0.21712,0.7654,"6","3","3","0","6","6","6","3","0","3","0","5","4","3","0","3","5","0","0","GBR"
"403",418,"18-24","M","Some college or university, no certificate or degree","UK","White",-0.05188,-0.69509,0.29338,-2.21844,-1.25773,0.19268,0.7654,"5","0","3","3","6","6","5","5","0","3","0","4","3","0","0","2","6","0","0","GBR"
"404",419,"25-34","M","Some college or university, no certificate or degree","UK","White",-0.79151,0.96248,0.14143,-1.07533,-0.65253,1.29221,1.92173,"5","2","2","0","5","2","4","2","2","2","0","0","0","2","0","2","2","0","2","GBR"
"405",420,"25-34","F","Doctorate degree","UK","White",0.31287,0.00332,1.06238,-0.45321,0.41594,-0.21712,-0.21575,"6","0","3","0","6","4","5","0","0","0","0","0","0","0","0","2","0","0","0","GBR"
"406",421,"25-34","M","University degree","UK","White",0.62967,0.16767,-0.17779,-0.30172,0.12331,0.19268,-0.52593,"6","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"407",422,"18-24","M","Left school at 18 years","UK","White",0.31287,0.80523,-0.01928,-0.91699,1.13407,0.52975,0.7654,"4","3","0","0","6","6","4","0","0","3","0","3","0","0","0","0","5","0","0","GBR"
"408",423,"25-34","M","Some college or university, no certificate or degree","UK","White",0.31287,-1.7625,-1.42424,-0.30172,-0.40581,0.52975,-0.84637,"5","2","2","0","6","2","6","0","0","0","0","0","0","0","0","0","6","0","0","GBR"
"409",424,"35-44","M","Professional certificate/ diploma","UK","White",-0.79151,-0.15487,-0.01928,1.81866,-0.65253,-0.21712,-1.18084,"4","1","1","3","6","6","6","1","0","1","0","0","2","1","1","1","6","0","1","GBR"
"410",425,"35-44","F","University degree","UK","Mixed-White/Asian",-1.05308,0.80523,-0.71727,1.2861,0.93949,-0.21712,-0.84637,"6","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"411",426,"45-54","F","Doctorate degree","USA","White",0.52135,0.00332,1.65653,0.94156,-0.00665,1.29221,0.40148,"3","1","1","1","6","6","6","1","1","2","1","0","2","2","1","2","1","0","1","USA"
"412",427,"35-44","M","University degree","UK","White",-0.34799,-0.30033,0.14143,-0.30172,-1.64101,-0.21712,-0.84637,"6","2","3","0","6","5","5","1","0","3","0","0","3","1","0","2","5","0","0","GBR"
"413",428,"45-54","M","Left school at 16 years","UK","White",0.22393,0.00332,-0.31776,-0.15487,-0.00665,0.52975,-0.21575,"5","1","0","3","5","1","4","0","0","0","0","0","0","0","0","0","1","0","0","GBR"
"414",430,"25-34","F","Left school at 18 years","UK","White",-0.92104,-0.15487,-2.09015,0.28783,0.7583,-1.37983,-1.54858,"5","0","0","3","6","2","6","0","0","0","0","0","0","0","0","0","2","0","0","GBR"
"415",431,"25-34","M","Left school before 16 years","UK","White",0.22393,-0.94779,-1.42424,-0.76096,-0.27607,-0.21712,-0.21575,"5","1","0","0","6","1","6","0","0","1","0","0","0","1","0","1","6","0","1","GBR"
"416",432,"25-34","F","Left school at 18 years","UK","White",0.04257,0.32197,-0.97631,0.94156,-1.0145,0.19268,-0.21575,"5","2","1","0","6","2","5","2","0","2","0","2","0","0","0","2","5","0","0","GBR"
"417",433,"25-34","M","University degree","UK","White",-0.24649,-0.30033,-1.68062,0.28783,0.12331,-0.71126,-1.18084,"5","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","GBR"
"418",434,"45-54","F","Left school at 16 years","UK","White",0.22393,1.93886,-1.11902,1.2861,-0.14277,1.86203,0.7654,"6","1","1","0","2","2","4","0","0","0","0","0","0","0","0","0","3","0","0","GBR"
